"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G3","class"
"GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,8,16,"port"
"GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,1,4,4,10,"math"
"GP","F",16,"U","GT3","T",3,3,"other","services","home","mother",1,2,0,"yes","yes","yes","yes","yes","yes","yes","no",4,3,3,2,4,5,54,11,"math"
"GP","F",15,"R","GT3","T",1,1,"at_home","other","home","mother",2,4,1,"yes","yes","yes","yes","yes","yes","yes","no",3,1,2,1,1,1,2,10,"math"
"GP","F",16,"U","GT3","T",3,3,"other","other","home","father",1,2,0,"no","yes","yes","no","yes","yes","no","no",4,3,2,1,2,5,4,10,"math"
"GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",1,2,0,"no","yes","no","no","no","yes","yes","yes",3,3,3,1,3,3,6,9,"math"
"MS","F",16,"R","GT3","T",2,2,"other","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,1,5,0,12,"port"
"GP","F",15,"R","LE3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","no","no","no","yes","yes","no",4,4,2,2,3,3,12,16,"math"
"GP","F",16,"U","GT3","T",3,3,"other","services","home","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,3,2,4,5,4,11,"port"
"MS","F",19,"U","GT3","T",2,3,"at_home","services","course","other",1,1,1,"no","no","no","no","yes","no","yes","yes",4,4,4,1,1,2,0,10,"port"
"GP","F",16,"U","GT3","T",2,2,"at_home","other","home","mother",1,2,1,"yes","no","no","yes","yes","yes","yes","no",3,1,2,1,1,5,6,13,"math"
"GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,2,3,0,14,"port"
"GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,2,5,2,11,"math"
"GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,4,11,"math"
"GP","F",15,"U","GT3","T",2,1,"services","other","reputation","father",3,3,0,"no","yes","no","yes","yes","yes","yes","no",5,2,2,1,1,4,0,13,"port"
"MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,0,"no","no","no","no","yes","yes","yes","no",5,3,2,1,1,4,0,16,"math"
"GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,2,1,1,5,0,16,"math"
"GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,0,"no","no","yes","no","yes","yes","yes","yes",5,4,4,1,1,5,0,8,"math"
"GP","M",16,"U","GT3","T",3,4,"other","other","course","father",3,1,2,"no","yes","no","yes","no","yes","yes","no",3,4,5,2,4,2,0,0,"math"
"MS","F",16,"U","GT3","T",4,4,"teacher","services","course","mother",2,3,0,"no","yes","no","no","yes","yes","yes","yes",5,3,5,1,4,5,1,12,"port"
"GP","F",16,"U","LE3","T",2,2,"services","services","course","mother",3,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,2,3,4,0,13,"port"
"GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,0,"no","no","no","no","yes","yes","yes","no",5,3,3,1,1,3,0,12,"port"
"GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,3,1,1,4,6,13,"math"
"GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,0,"no","no","no","yes","yes","no","no","yes",5,3,5,1,5,5,0,8,"port"
"GP","F",16,"U","GT3","T",4,2,"services","other","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,2,3,1,1,5,2,16,"port"
"GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,3,4,2,2,4,8,12,"port"
"GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,4,4,4,0,11,"port"
"MS","F",16,"R","LE3","T",1,1,"at_home","other","course","father",3,2,0,"no","yes","no","no","yes","yes","no","no",5,3,2,1,1,1,0,18,"port"
"GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","no","yes",4,3,4,1,1,5,12,12,"port"
"GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,1,1,6,16,"port"
"GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,0,"no","yes","no","no","no","yes","no","no",4,4,4,1,3,1,0,15,"port"
"GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,0,"yes","yes","no","no","yes","yes","no","no",4,1,4,1,1,1,6,6,"math"
"GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",3,3,2,2,2,3,3,11,"math"
"GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,0,"no","no","no","yes","no","yes","no","no",3,3,2,1,3,3,2,12,"port"
"GP","F",15,"R","LE3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","no","no","no","yes","yes","no",4,4,2,2,3,3,6,15,"port"
"GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,2,2,1,2,5,8,12,"port"
"GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"no","yes","no","no","yes","yes","no","no",3,3,3,1,4,3,4,13,"port"
"GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,3,3,2,3,1,56,8,"math"
"GP","M",18,"U","LE3","T",3,3,"services","health","home","father",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,2,4,2,4,4,10,10,"port"
"GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,3,3,1,2,1,0,0,"math"
"MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"no","no","yes","no","yes","yes","yes","yes",4,1,3,1,2,1,0,15,"math"
"GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,4,4,1,3,5,0,10,"math"
"GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,0,"no","yes","yes","yes","no","yes","yes","no",5,3,3,1,1,5,2,12,"port"
"MS","F",16,"U","LE3","T",1,1,"at_home","other","other","mother",3,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,2,1,3,5,6,8,"port"
"GP","F",16,"U","GT3","T",1,1,"at_home","other","home","mother",2,1,0,"no","yes","yes","no","yes","yes","no","no",4,3,2,1,4,5,6,10,"math"
"GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,5,5,1,3,1,6,13,"port"
"MS","F",18,"R","LE3","A",4,2,"teacher","other","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,1,1,1,5,0,0,"port"
"MS","F",16,"R","LE3","T",2,2,"other","services","course","father",1,2,0,"no","no","no","yes","yes","yes","no","yes",5,4,3,1,1,1,0,12,"port"
"GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"no","yes","no","no","yes","no","yes","yes",4,3,5,1,2,3,0,0,"math"
"GP","F",15,"U","LE3","T",1,1,"at_home","other","other","mother",1,2,3,"yes","no","yes","no","yes","yes","yes","no",4,3,2,2,3,3,10,10,"math"
"GP","F",15,"R","GT3","T",3,4,"services","teacher","course","father",2,3,0,"no","yes","no","no","yes","yes","yes","yes",4,2,2,2,2,5,0,12,"port"
"GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,1,"no","yes","no","no","yes","yes","yes","yes",3,3,1,1,2,4,0,0,"math"
"MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,1,"no","no","yes","no","yes","yes","no","no",5,4,3,4,3,3,0,0,"port"
"GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,1,1,1,1,0,14,"port"
"GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",4,5,5,1,3,1,4,18,"math"
"GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",2,1,3,"no","yes","no","yes","no","no","no","no",4,5,2,1,1,2,10,8,"port"
"MS","F",17,"R","GT3","T",4,2,"other","other","course","mother",2,2,0,"yes","yes","no","no","no","yes","yes","no",4,3,3,2,3,5,0,18,"port"
"GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",2,1,3,"yes","yes","no","yes","yes","no","yes","no",4,5,1,1,1,3,2,10,"math"
"GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,5,5,1,3,2,14,9,"math"
"GP","F",20,"R","GT3","T",1,1,"other","other","reputation","other",2,3,0,"no","no","no","no","yes","yes","yes","yes",3,2,2,1,3,3,8,15,"port"
"GP","M",18,"U","LE3","T",4,3,"teacher","services","course","mother",2,1,0,"no","no","yes","yes","yes","yes","yes","no",4,2,3,1,2,1,8,10,"math"
"GP","F",16,"U","GT3","T",1,1,"at_home","other","home","mother",2,1,0,"no","yes","no","no","yes","yes","no","no",4,3,2,1,4,5,2,13,"port"
"MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","no",5,4,3,3,4,2,4,10,"math"
"GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"no","no","yes","no","no","yes","yes","no",4,3,3,1,2,4,2,11,"math"
"GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",4,3,3,2,2,5,4,13,"port"
"GP","F",17,"U","GT3","T",2,3,"other","other","course","father",2,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,1,1,1,3,2,14,"port"
"MS","F",16,"U","GT3","T",1,3,"at_home","other","other","father",2,1,0,"no","yes","no","no","yes","no","yes","yes",4,3,3,1,3,5,11,11,"port"
"GP","F",16,"U","GT3","T",2,2,"other","other","reputation","mother",1,4,0,"no","no","no","no","yes","yes","yes","yes",5,2,3,1,3,3,1,13,"port"
"GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,0,"no","no","no","no","yes","yes","no","no",3,1,3,1,5,3,4,10,"math"
"GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,0,"no","no","no","yes","yes","yes","no","no",5,3,2,2,2,5,0,14,"port"
"MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,0,"no","no","yes","no","yes","yes","no","no",5,3,3,1,3,4,2,10,"math"
"MS","M",17,"U","GT3","T",3,3,"services","services","home","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,1,4,5,5,3,8,9,"port"
"GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,0,"no","yes","yes","yes","yes","yes","no","no",5,2,2,1,1,3,1,12,"math"
"GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,0,"no","no","yes","yes","no","yes","yes","yes",4,4,2,5,5,4,4,13,"math"
"MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,0,"no","yes","yes","yes","yes","no","yes","yes",4,3,3,2,3,3,3,12,"math"
"GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,0,"no","no","no","no","yes","yes","yes","no",5,3,3,1,1,3,0,14,"math"
"GP","F",15,"U","GT3","T",1,1,"other","other","home","father",1,2,0,"no","yes","no","yes","no","yes","yes","no",4,3,2,2,3,4,2,10,"math"
"GP","F",16,"U","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","no","no","no","yes","no","yes","no",5,3,5,1,2,5,4,11,"port"
"MS","F",16,"U","LE3","A",2,2,"at_home","other","reputation","mother",2,4,0,"no","no","no","yes","no","no","no","yes",1,2,1,1,1,1,4,11,"port"
"GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",5,4,5,1,2,5,12,14,"port"
"MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,1,"no","yes","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,0,0,"math"
"GP","F",16,"U","GT3","A",3,1,"services","other","course","mother",1,2,3,"no","yes","yes","no","yes","yes","yes","no",2,3,3,2,2,4,5,7,"math"
"GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","no",4,4,5,1,3,5,8,14,"port"
"GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,4,7,16,"port"
"GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,5,1,1,1,5,0,13,"port"
"GP","F",15,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",4,3,2,1,1,5,0,15,"math"
"GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,1,1,0,18,"math"
"GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,4,1,1,3,0,13,"port"
"GP","F",16,"U","LE3","T",2,2,"other","other","home","mother",2,2,1,"no","yes","no","yes","no","yes","yes","yes",3,3,3,1,2,3,25,11,"math"
"GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"no","yes","no","yes","no","yes","yes","no",4,3,4,2,5,5,2,17,"port"
"GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","no",4,4,5,1,3,5,16,15,"math"
"GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,0,"no","yes","no","no","yes","yes","no","yes",5,3,3,1,1,5,0,0,"math"
"GP","M",16,"U","GT3","T",4,4,"health","other","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",3,4,4,1,4,5,4,13,"port"
"GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",2,5,5,1,4,5,14,12,"math"
"MS","M",15,"R","LE3","T",4,1,"health","services","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,2,2,7,8,"port"
"MS","F",17,"U","GT3","T",4,2,"teacher","services","home","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",5,5,5,1,3,5,0,0,"port"
"MS","M",18,"U","LE3","T",1,2,"at_home","services","home","mother",2,1,0,"no","yes","no","no","no","yes","no","no",4,1,4,5,5,1,8,11,"port"
"MS","M",16,"R","GT3","T",3,4,"other","health","other","mother",3,2,0,"no","no","no","no","no","yes","no","no",3,4,5,1,2,5,4,11,"port"
"MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,3,3,0,10,"math"
"GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",5,4,5,1,2,5,22,6,"port"
"GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,0,"no","no","no","no","yes","yes","yes","no",3,4,3,1,2,4,2,14,"port"
"MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",2,4,5,3,4,2,3,16,"math"
"GP","M",17,"R","GT3","T",2,2,"other","services","other","mother",2,1,0,"no","no","no","no","no","no","no","no",5,2,2,1,1,4,0,10,"port"
"GP","F",17,"U","LE3","A",2,1,"other","other","course","mother",3,1,0,"no","yes","no","no","yes","yes","yes","no",3,2,2,1,2,5,8,11,"port"
"MS","F",16,"R","GT3","T",1,1,"at_home","other","other","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,4,3,2,0,14,"port"
"GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,1,3,0,18,"port"
"GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,0,"no","no","yes","no","yes","yes","yes","yes",4,2,3,1,1,3,0,16,"math"
"GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","yes",5,4,4,3,4,5,2,10,"math"
"GP","F",16,"U","GT3","A",3,4,"services","other","course","father",1,1,0,"no","no","no","no","yes","yes","yes","no",3,2,1,1,4,5,16,11,"math"
"GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,4,1,3,3,2,17,"port"
"MS","F",16,"R","GT3","A",2,2,"health","other","course","mother",1,2,0,"no","no","no","no","no","yes","no","yes",3,3,2,1,1,3,2,10,"port"
"GP","M",18,"U","LE3","T",4,4,"other","other","reputation","father",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,2,5,3,4,5,2,11,"port"
"MS","M",15,"U","LE3","A",2,2,"other","other","reputation","mother",3,4,0,"no","yes","no","yes","yes","yes","no","no",5,4,5,2,3,5,8,14,"port"
"GP","M",15,"U","GT3","T",2,3,"other","services","course","father",1,1,0,"yes","yes","yes","yes","no","yes","yes","yes",3,2,2,1,3,3,2,12,"math"
"GP","M",15,"U","LE3","T",2,2,"services","services","home","mother",2,2,0,"no","no","yes","yes","yes","yes","yes","no",5,3,3,1,3,4,2,13,"port"
"GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,6,17,"port"
"GP","F",19,"U","GT3","T",2,1,"services","services","home","other",1,3,1,"no","no","yes","yes","yes","yes","yes","yes",4,3,4,1,3,3,4,11,"math"
"GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",3,2,2,1,1,5,8,16,"port"
"GP","F",19,"U","LE3","T",1,1,"at_home","other","reputation","other",1,2,1,"yes","yes","no","yes","no","yes","yes","no",4,4,3,1,3,3,18,10,"math"
"GP","F",16,"U","GT3","T",4,4,"health","health","reputation","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,4,2,1,1,3,0,14,"math"
"GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,3,4,3,10,9,"math"
"GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"no","no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,4,20,"math"
"GP","M",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","yes","no","yes","no","yes","yes","no",4,2,1,1,2,5,6,9,"port"
"MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,3,2,2,5,7,6,"math"
"MS","F",15,"R","LE3","T",1,1,"other","services","course","mother",2,1,1,"no","yes","no","no","yes","yes","yes","yes",4,4,3,1,2,2,4,8,"port"
"GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,2,2,0,18,"port"
"GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,0,"yes","yes","no","no","yes","yes","yes","no",5,4,1,1,1,1,0,11,"math"
"GP","M",16,"U","GT3","T",3,2,"services","services","course","mother",2,1,1,"no","yes","no","yes","no","no","no","no",4,5,2,1,1,2,16,12,"math"
"MS","F",17,"U","GT3","T",0,1,"other","at_home","course","father",2,1,0,"no","no","no","yes","no","yes","no","no",2,4,4,3,5,5,5,10,"port"
"MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,4,3,3,4,2,1,14,"port"
"GP","M",16,"U","LE3","T",2,2,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,2,4,5,0,12,"math"
"GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",5,3,5,4,5,3,13,13,"math"
"GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",4,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,3,2,4,5,3,2,11,"port"
"GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,1,"no","no","no","no","yes","yes","no","no",5,5,5,3,4,5,6,10,"math"
"MS","M",17,"R","GT3","T",4,4,"health","other","course","father",3,1,3,"no","no","no","yes","yes","yes","yes","yes",3,3,3,1,3,5,2,8,"port"
"GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"no","yes","yes","no","no","yes","yes","yes",4,3,3,1,2,4,4,14,"math"
"GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",3,1,2,1,3,2,21,18,"math"
"GP","F",15,"U","GT3","T",2,2,"other","other","course","mother",1,4,0,"yes","yes","no","no","yes","yes","yes","no",5,1,2,1,1,3,4,10,"port"
"GP","F",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,3,3,1,2,2,2,14,"port"
"GP","F",20,"U","GT3","T",1,0,"other","other","reputation","mother",2,1,1,"yes","no","no","no","yes","yes","yes","yes",5,3,1,1,1,5,5,10,"port"
"MS","F",17,"U","GT3","T",4,3,"teacher","other","other","mother",2,2,0,"no","no","no","no","yes","yes","yes","no",5,5,4,1,1,1,0,11,"port"
"GP","F",15,"U","GT3","T",1,2,"at_home","services","course","father",1,2,0,"no","no","no","no","no","yes","no","yes",2,3,4,2,4,1,6,11,"port"
"MS","F",16,"U","GT3","T",2,2,"other","services","course","father",1,1,1,"no","yes","yes","yes","no","yes","yes","no",4,4,3,1,4,3,1,10,"port"
"GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,2,"no","no","yes","no","yes","yes","yes","yes",3,4,5,2,4,1,22,4,"math"
"MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,0,"no","yes","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,4,11,"math"
"GP","F",16,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,3,4,2,11,"port"
"GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,5,2,1,1,3,0,15,"port"
"GP","F",16,"U","GT3","T",4,3,"health","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,1,5,2,2,16,"math"
"GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",2,4,3,1,1,5,4,13,"port"
"GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","no","no","yes","yes","yes","yes",3,1,2,1,3,2,2,15,"port"
"MS","F",15,"R","LE3","T",1,1,"at_home","other","course","mother",2,1,0,"no","yes","no","no","yes","no","no","yes",5,2,1,1,3,4,0,9,"port"
"GP","M",18,"U","GT3","T",3,2,"services","other","course","mother",2,1,1,"no","no","no","no","yes","no","yes","no",4,4,5,2,4,5,0,8,"math"
"GP","F",16,"U","GT3","T",1,3,"at_home","services","home","mother",1,2,3,"no","no","no","yes","no","yes","yes","yes",4,3,5,1,1,3,0,0,"math"
"MS","F",17,"U","GT3","A",1,0,"other","other","other","mother",2,2,0,"no","no","no","no","yes","yes","yes","yes",4,4,5,1,1,4,1,10,"port"
"MS","F",15,"R","GT3","T",3,3,"at_home","other","course","mother",2,1,0,"no","yes","no","no","yes","yes","yes","no",5,4,4,2,3,5,4,11,"port"
"MS","M",16,"U","LE3","T",4,3,"other","other","course","father",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,2,5,1,5,5,8,13,"port"
"GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,0,"no","yes","no","yes","yes","yes","yes","no",5,5,4,1,2,5,6,13,"port"
"GP","F",19,"U","GT3","T",1,1,"at_home","health","home","other",1,3,2,"no","no","no","no","no","yes","yes","yes",4,1,2,1,1,3,14,13,"math"
"GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,14,14,"math"
"MS","M",17,"U","LE3","A",1,0,"other","other","home","mother",1,1,0,"no","no","no","no","yes","yes","no","yes",4,1,2,1,1,5,4,12,"port"
"GP","F",18,"U","GT3","T",1,4,"other","teacher","home","mother",1,2,0,"yes","yes","no","no","no","yes","no","yes",3,4,4,1,2,5,2,11,"port"
"GP","M",19,"R","GT3","T",3,2,"at_home","services","home","other",1,1,0,"no","yes","no","no","no","yes","no","yes",5,3,4,2,2,5,0,10,"port"
"GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,2,"no","yes","yes","yes","yes","yes","yes","no",4,3,5,3,3,5,15,9,"math"
"GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,4,0,14,"port"
